id,name,reitDollarsInvestedInElement,reitName,reitId,strategy,reitName.1,coverPhotoUrl,thumbnailUrl,status,projectType,address,city,state,zip,lat,lon,submarket,structure,realizedReturn,totalSize,acquisitionDate,exitDate,blendedReturnProjection,annualInterestRate,projectedReturnLowerBound,projectedReturnUpperBound,returnRateType,riskScore,rating,inScopeForInvestorSubmissions,market,geoJson
273,Mixed-use development,9500000.0,Fundrise Opportunity Fund,10,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise Opportunity Fund,images/reit-elements/273/c29b4ba2-3759-4b61-8888-588bc860f02f.jpg,images/reit-elements/273/2c74d9d2-42ae-4940-ae46-ff6ad1537a4f.jpg,ACTIVE,Other,Address not disclosed,Los Angeles,CA,90016,34.025811,-118.343654,,Common Equity,0.0,9500000,2019-12-20T00:00:00.000-05:00,,False,0.0,0.0,0.005,NO_RETURN_PROJECTION,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
274,Carrington Oaks,10220000.0,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed Income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/274/d4734d2d-eff7-415a-9cbd-86763dda6c8f.jpg,images/reit-elements/274/24817212-4ca3-4f4c-a27f-935f1ed711c2.jpg,REDEEMED,Multifamily,1278 Cabelas Drive,Buda,TX,78610,30.086103,-97.828682,,Preferred Equity,0.0875,10220000,2019-12-03T00:00:00.000-05:00,2020-08-21T00:00:00.000-04:00,False,0.0875,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
275,Multifamily,6400000.0,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed Income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/275/a1a5069b-7e10-43b0-acc3-d9dc0cea0af2.png,images/reit-elements/275/f32a5f99-8aef-4295-ada1-2ff06901871d.png,ACTIVE,Multifamily,1141 Vermont Avenue,Los Angeles,CA,90029,34.09222,-118.29247,East Hollywood,Senior Debt,0.0,6400000,2019-12-02T00:00:00.000-05:00,,False,0.085,0.0,0.0,ANNUAL_INTEREST_RATE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
276,EVO Apartments,6000000.0,Growth eREIT,2,"{'description': 'Acquire and operate stabilized, cash flowing properties', 'id': '2', 'name': 'Core Plus', 'urlSlug': 'core-plus'}",Growth eREIT,images/reit-elements/276/a777f877-8f8b-4e32-acd6-7902de2cea56.jpg,images/reit-elements/276/52d7111e-779a-40d3-a744-0de6c8e07f7f.jpg,ACTIVE,Multifamily,8760 West Patrick Lane,Las Vegas,NV,89148,36.079655,-115.282725,,Common Equity,0.0,43300000,2019-12-20T00:00:00.000-05:00,,False,0.0,0.082,0.099,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
276,EVO Apartments,37300000.0,Heartland eREIT,2,"{'description': 'Acquire and operate stabilized, cash flowing properties', 'id': '2', 'name': 'Core Plus', 'urlSlug': 'core-plus'}",Growth eREIT,images/reit-elements/276/a777f877-8f8b-4e32-acd6-7902de2cea56.jpg,images/reit-elements/276/52d7111e-779a-40d3-a744-0de6c8e07f7f.jpg,ACTIVE,Multifamily,8760 West Patrick Lane,Las Vegas,NV,89148,36.079655,-115.282725,,Common Equity,0.0,43300000,2019-12-20T00:00:00.000-05:00,,False,0.0,0.082,0.099,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
277,Multifamily,6500000.0,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed Income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/277/5543bea2-663a-427d-b7f0-ee76e069a2e9.jpg,images/reit-elements/277/c5881d64-371e-4011-8925-18c8be08f8b7.jpg,REDEEMED,Multifamily,225 West 3rd Street,Long Beach,CA,90802,33.771026,-118.193323,,Senior Debt,0.08,6500000,2019-12-19T00:00:00.000-05:00,2021-02-05T00:00:00.000-05:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
278,Creative Office,9777237.0,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/278/0befcf14-7809-4022-b7c1-bb8babe0e55f.jpg,images/reit-elements/278/dca4f54b-c74e-48f6-ac61-c7b36f3ebf88.jpg,ACTIVE,Creative Office,Address not disclosed,Los Angeles,CA,90016,34.025274,-118.342045,,Common Equity,0.0,9777237,2019-12-06T00:00:00.000-05:00,,True,0.0,0.073,0.091,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
279,Multifamily,6336000.0,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/279/df2a20c2-e6e4-473e-8eb2-e79a630b5c78.jpg,images/reit-elements/279/978fb717-7b32-4ab7-a15f-8c541dbf3600.png,ACTIVE,Multifamily,Address not disclosed,Landover,MD,20785,38.915741,-76.862527,,Common Equity,0.0,6336000,2019-12-26T00:00:00.000-05:00,,False,0.0,0.078,0.128,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
280,Other,2420000.0,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/280/e4490e0b-f9a8-4711-8cd2-4fff374b0548.jpg,images/reit-elements/280/92339a8e-e6f0-421e-8273-fa8e2610bd2b.jpg,ACTIVE,Other,Address not disclosed,Los Angeles,CA,90016,34.02583,-118.33723,Jefferson Park,Common Equity,0.0,2420000,2019-12-31T00:00:00.000-05:00,,False,0.0,0.092,0.124,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
281,Industrial,15738000.0,East Coast eREIT,3,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",East Coast eREIT,images/reit-elements/281/2e7376ce-d378-4e98-b067-fd31b5847e49.jpg,images/reit-elements/281/64cea64b-35a1-4d17-87a0-471955d2e486.jpg,ACTIVE,Industrial,Address not disclosed,Springfield,VA,22151,38.793941,-77.175221,,Common Equity,0.0,15738000,2020-01-15T00:00:00.000-05:00,,False,0.0,0.066,0.113,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
282,LA Design Center,16110000.0,Growth eREIT II,12,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Growth eREIT II,images/reit-elements/282/f5f3bf55-c590-4a2d-9578-77278c854ddb.jpg,images/reit-elements/282/d4bf9405-be99-4391-b58f-ec9042d0a764.jpg,ACTIVE,Creative Office,5957 S Western Ave,Los Angeles,CA,90047,33.98636,-118.30979,Hyde Park,Common Equity,0.0,16110000,2020-02-07T00:00:00.000-05:00,,False,0.0,0.108,0.153,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
283,Single-family rental,700000.0,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/283/416950e6-6e6b-4a1e-ba5f-e262038945c2.jpg,images/reit-elements/283/eeed939c-efc4-44e4-8732-5f684d7cd64d.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90018,34.021526,-118.32226,South LA,Common Equity,0.0,700000,2020-02-11T00:00:00.000-05:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
284,Other,35880000.0,Development eREIT,16,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value Add', 'urlSlug': 'value-add'}",Development eREIT,images/reit-elements/284/82af353a-133a-458f-9965-23697a276108.jpg,images/reit-elements/284/ea6cbeb9-fc18-41cf-bad2-9abfb60bd1d6.jpg,ACTIVE,Other,2000 - 2034 Eisenhower Ave,Alexandria,VA,22314,38.800035,-77.064317,,Common Equity,0.0,35880000,2020-03-09T00:00:00.000-04:00,,False,0.0,0.096,0.138,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
285,Multifamily,9460000.0,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed Income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/285/1d6e0453-e2d5-4de9-b005-ef67aabb5aef.jpg,images/reit-elements/285/ed36aeff-4dc9-403c-8a42-3294d30e254c.jpg,REDEEMED,Multifamily,981 Howell Mill Road Northwest,Atlanta,GA,30318,33.781773,-84.410581,,Senior Debt,0.081,9460000,2020-03-09T00:00:00.000-04:00,2022-03-01T00:00:00.000-05:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
286,Single-family rental,728000.0,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/286/43a67f74-f0cb-4f24-ade6-a29099a48ef0.jpg,images/reit-elements/286/38e09b97-7694-4361-96c2-04ef11e708f6.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90018,34.01929,-118.31219,South LA,Common Equity,0.0,728000,2020-03-02T00:00:00.000-05:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
287,Single-family rental,697000.0,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/287/69a60f55-8cbf-43d6-b82e-c72ae47b2cd5.jpg,images/reit-elements/287/edaf47be-8894-4c11-83c8-0879a38ddc24.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90062,34.01529,-118.31501,South LA,Common Equity,0.0,697000,2020-03-03T00:00:00.000-05:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
288,Industrial,3500000.0,Growth eREIT,2,"{'description': 'Acquire and operate stabilized, cash flowing properties', 'id': '2', 'name': 'Core Plus', 'urlSlug': 'core-plus'}",Growth eREIT,images/reit-elements/288/972f8817-3fce-4f52-a7e4-ad41e194daca.jpg,images/reit-elements/288/7bd48863-289d-4ca6-a0e0-f09e84f726bd.jpg,ACTIVE,Industrial,9300 Alaking Court,Capitol Heights,MD,20743,38.87354,-76.84479,,Common Equity,0.0,3500000,2020-06-01T00:00:00.000-04:00,,False,0.0,0.064,0.111,PROJECTED_RETURN_RANGE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
289,Ground-up creative office development,9280000.0,Fundrise Opportunity Fund,10,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise Opportunity Fund,images/reit-elements/289/bebb2db5-7fe5-4099-b6f1-037ea2077150.jpg,images/reit-elements/289/fbc38030-fd3e-4800-95e7-d85eefea6b0c.jpg,ACTIVE,Creative Office,Address not disclosed,Los Angeles,CA,90016,34.02532,-118.33676,South LA,Common Equity,0.0,9280000,2020-06-03T00:00:00.000-04:00,,False,0.0,0.0,0.0,NO_RETURN_PROJECTION,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
290,Creative Office,13560000.0,West Coast eREIT,5,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",West Coast eREIT,images/reit-elements/290/eb616f79-1e30-4e5b-80bd-cc6eeb102389.jpg,images/reit-elements/290/e4b742e1-0819-4631-a6dd-def7d1883f0e.jpg,ACTIVE,Creative Office,Address not disclosed,Los Angeles,CA,90016,34.02581,-118.34864,West Jefferson,Common Equity,0.0,13560000,2020-07-14T00:00:00.000-04:00,,False,0.0,0.116,0.21,PROJECTED_RETURN_RANGE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
291,Creative Office,3987912.0,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/291/9f7fb5d4-9273-45c6-9ba4-32a04304fad3.jpg,images/reit-elements/291/9c4ebc9f-1918-41b9-b747-47214dd87afc.jpg,ACTIVE,Creative Office,Address not disclosed,Los Angeles,CA,90016,34.02531,-118.34271,West Jefferson,Common Equity,0.0,3987912,2020-08-24T00:00:00.000-04:00,,True,0.0,0.073,0.091,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,"{'description': 'The City of Angels boasts the nationÂs second-largest economy Â and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
